relative_time,AccX,AccY,AccZ
0,-0.22027328610420227,2.169213056564331,9.97215461730957
49,-0.36392977833747864,1.9680938720703125,10.616214752197266
74,-0.4980091452598572,2.569056987762451,9.440625190734863
123,,,8.729525566101074
137,-0.7685621976852417,2.2482240200042725,
186,-0.9337671995162964,2.789330244064331,8.913885116577148
253,-1.0415095090866089,2.794118642807007,9.009655952453613
303,-0.483643501996994,3.2107224464416504,9.854835510253906
374,-0.4477293789386749,3.3064935207366943,10.034405708312988
426,-0.44533511996269226,3.7063374519348145,9.553156852722168
496,-0.25618740916252136,3.5866236686706543,10.73353385925293
550,0.20590762794017792,,10.460586547851562
551,,3.3328304290771484,
605,0.876304566860199,3.529160976409912,9.325700759887695
665,0.45012366771698,2.415823221206665,9.895537376403809
725,0.34477555751800537,1.6257126331329346,9.627379417419434
788,,,12.031230926513672
789,-0.241821750998497,1.92020845413208,
847,-2.8994667530059814,5.176422119140625,10.125388145446777
904,,,10.90113353729248
905,-1.501210331916809,3.011997699737549,
979,-3.3088877201080322,1.6209239959716797,10.173274040222168
1036,-2.073441982269287,0.06703969836235046,8.0615234375
1094,,,8.478127479553223
1095,-3.3902931213378906,2.109356164932251,
1144,-2.7175018787384033,2.355966329574585,10.530020713806152
1221,-1.5874042510986328,,9.723150253295898
1222,,3.0574889183044434,
1282,-1.132491946220398,1.5467015504837036,9.194015502929688
1327,,,8.339259147644043
1328,-0.39984390139579773,0.9816526770591736,
1400,-0.24421602487564087,1.2785427570343018,8.0399751663208
1446,-2.389486312866211,2.7031362056732178,10.728745460510254
1523,1.5275473594665527,3.6656346321105957,13.750320434570312
1567,-2.1548473834991455,1.4485362768173218,11.475759506225586
1635,-3.0143918991088867,1.1540404558181763,8.772623062133789
1685,-2.444554567337036,0.4956148862838745,6.201171875
1761,-1.582615613937378,1.0630580186843872,10.814939498901367
1816,-2.753416061401367,3.498035430908203,10.369604110717773
1880,-0.5315290093421936,0.8643332123756409,13.130203247070312
1928,-0.4477293789386749,0.04309694468975067,7.5132341384887695
1995,2.1524529457092285,0.96010422706604,8.652909278869629
2059,-0.46927785873413086,0.3016786277294159,5.770202159881592
2112,-0.7541965842247009,1.7071179151535034,16.45345687866211
2182,0.35674694180488586,2.145270347595215,12.941055297851562
2242,0.6871568560600281,1.9465453624725342,10.362421035766602
2304,-1.3407938480377197,-0.3663240373134613,8.387145042419434
2355,-2.506805658340454,0.27534160017967224,8.128562927246094
2410,0.5626545548439026,1.5371243953704834,8.523618698120117
2470,-5.8731560707092285,2.2745611667633057,8.485309600830078
2528,1.594586968421936,1.4772675037384033,10.42467212677002
